Cve_Ent,Cve_Mun,Value
31,20,60
31,21,845
31,22,525
31,23,471
31,24,642
31,25,121
31,26,248
31,27,139
31,28,746
31,29,190
31,30,528
31,31,325
31,32,269
31,33,439
31,34,661
31,35,64
31,36,723
31,37,27
31,38,811
31,39,147
31,40,713
31,41,728
31,42,870
31,43,407
31,44,863
31,45,674
31,46,441
31,47,444
31,48,713
31,49,80
31,50,381
31,51,839
31,52,622
31,53,651
31,54,529
31,55,181
31,56,353
31,57,718
31,58,206
31,59,183
31,60,977
31,61,189
31,62,399
31,63,21
31,64,656
31,65,529
31,66,630
31,67,634
31,68,508
31,69,593
31,70,627
31,71,69
31,72,845
31,73,712
31,74,727
31,75,729
31,76,685
31,77,190
31,78,764
31,79,845
31,80,307
31,81,633
31,82,679
31,83,756
31,84,383
31,85,350
31,86,538
31,87,88
31,88,500
31,89,234
31,90,650
31,91,49
31,92,433
31,93,345
31,94,355
31,95,348
31,96,602
31,97,778
31,98,998
31,99,87
31,100,341
31,101,461
31,102,883
31,103,701
31,104,374
31,105,201
31,106,171
32,1,108
32,2,942
32,3,253
32,4,635
32,5,594
32,6,260
32,7,790
32,8,629
32,9,212
32,10,101
32,11,645
32,12,795
32,13,45
32,14,283
32,15,361
32,16,830
32,17,236
32,18,834
32,19,638
32,20,248
32,21,406
32,22,635
32,23,102
32,24,268
32,25,736
32,26,373
32,27,705
32,28,798
32,29,686
32,30,265
32,31,922
32,32,469
32,33,27
32,34,842
32,35,851
32,36,686
32,37,225
32,38,637
32,39,743
32,40,284
32,41,908
32,42,333
32,43,296
32,44,34
32,45,283
32,46,266
32,47,776
32,48,507
32,49,317
32,50,267
32,51,183
32,52,716
32,53,314
32,54,307
32,55,605
32,56,91
32,57,38
32,58,822
